timestamp	open	close	high	low	Fear & Greed Index	Fear & Greed Classification
5/29/2025 12:00	107918	108781	108851	107896	74	Greed
5/29/2025 8:00	108079	107934	108079	107491	74	Greed
5/29/2025 4:00	107830	108083	108327	107640	74	Greed
5/29/2025 0:00	107225	107838	107975	107107	74	Greed
5/28/2025 20:00	107269	107263	107793	107263	71	Greed
5/28/2025 16:00	108891	107324	109057	107324	71	Greed
5/28/2025 12:00	108944	108845	109010	108568	71	Greed
5/28/2025 8:00	108884	108973	109040	108792	71	Greed
5/28/2025 4:00	109010	108888	109104	108616	71	Greed
5/28/2025 0:00	109889	109068	109889	108797	71	Greed
5/27/2025 20:00	110100	109898	110407	109702	74	Greed
5/27/2025 16:00	109553	110046	110376	109444	74	Greed
5/27/2025 12:00	109494	109545	109827	109494	74	Greed
5/27/2025 8:00	108943	109471	109471	108725	74	Greed
5/27/2025 4:00	109394	108955	109453	108292	74	Greed
5/27/2025 0:00	109058	109378	109535	109048	74	Greed
5/26/2025 20:00	110116	109035	110162	109001	73	Greed
5/26/2025 16:00	109774	110094	110161	109625	73	Greed
5/26/2025 12:00	110070	109760	110078	109684	73	Greed
5/26/2025 8:00	109640	110017	110017	109535	73	Greed
5/26/2025 4:00	108901	109650	109674	108901	73	Greed
5/26/2025 0:00	107722	108862	108990	107466	73	Greed
5/25/2025 20:00	107042	107699	107699	106802	74	Greed
5/25/2025 16:00	107230	107020	107647	107020	74	Greed
5/25/2025 12:00	107664	107192	107664	106954	74	Greed
5/25/2025 8:00	108185	107664	108250	107637	74	Greed
5/25/2025 4:00	107819	108202	108202	107471	74	Greed
5/25/2025 0:00	108942	107831	109071	107831	74	Greed
5/24/2025 20:00	108928	108906	109074	108799	66	Greed
5/24/2025 16:00	109293	108922	109293	108668	66	Greed
5/24/2025 12:00	107864	109310	109401	107804	66	Greed
5/24/2025 8:00	108306	107982	108536	107892	66	Greed
5/24/2025 4:00	107156	108238	108238	107156	66	Greed
5/24/2025 0:00	108682	107217	108682	107217	66	Greed
5/23/2025 20:00	109232	108850	109603	108578	78	Extreme Greed
5/23/2025 16:00	109897	109424	109897	108334	78	Extreme Greed
5/23/2025 12:00	110708	110221	111253	110221	78	Extreme Greed
5/23/2025 8:00	111147	110686	111148	110499	78	Extreme Greed
5/23/2025 4:00	111579	111151	111654	111151	78	Extreme Greed
5/23/2025 0:00	111245	111560	111560	110878	78	Extreme Greed
5/22/2025 20:00	111310	111351	111814	111287	72	Greed
5/22/2025 16:00	110897	111336	111451	110835	72	Greed
5/22/2025 12:00	110993	110839	111075	110419	72	Greed
5/22/2025 8:00	111456	110932	111544	110664	72	Greed
5/22/2025 4:00	109700	111381	111381	109579	72	Greed
5/22/2025 0:00	108393	109666	109749	108086	72	Greed
5/21/2025 20:00	108946	108154	109565	106758	70	Greed
5/21/2025 16:00	106572	108938	109057	106462	70	Greed
5/21/2025 12:00	106677	106557	106715	106185	70	Greed
5/21/2025 8:00	106997	106796	107844	106796	70	Greed
5/21/2025 4:00	106799	107028	107062	106390	70	Greed
5/21/2025 0:00	106793	106787	107000	106261	70	Greed
5/20/2025 20:00	105266	106682	106682	105254	71	Greed
5/20/2025 16:00	105291	105192	105291	104386	71	Greed
5/20/2025 12:00	105099	105296	105359	104988	71	Greed
5/20/2025 8:00	105732	105106	106326	105106	71	Greed
5/20/2025 4:00	105614	105729	106704	105614	71	Greed
5/20/2025 0:00	105416	105629	105708	105235	71	Greed
5/19/2025 20:00	104836	105368	105439	104666	74	Greed
5/19/2025 16:00	102997	104838	104838	102425	74	Greed
5/19/2025 12:00	103124	103012	103260	102928	74	Greed
5/19/2025 8:00	103772	103122	103772	102381	74	Greed
5/19/2025 4:00	106140	103871	106518	103871	74	Greed
5/19/2025 0:00	104162	106031	106031	103896	74	Greed
5/18/2025 20:00	105489	104242	105749	104242	74	Greed
5/18/2025 16:00	103879	105479	105479	103788	74	Greed
5/18/2025 12:00	103753	103902	104002	103753	74	Greed
5/18/2025 8:00	103312	103654	103654	103312	74	Greed
5/18/2025 4:00	103195	103299	103360	103195	74	Greed
5/18/2025 0:00	103180	103212	103372	103020	74	Greed
5/17/2025 20:00	103018	103156	103255	102860	74	Greed
5/17/2025 16:00	103008	103048	103125	102771	74	Greed
5/17/2025 12:00	103479	103007	103494	102823	74	Greed
5/17/2025 8:00	103427	103486	103650	103395	74	Greed
5/17/2025 4:00	103548	103380	103548	102801	74	Greed
5/17/2025 0:00	103873	103556	103925	103459	74	Greed
5/16/2025 20:00	104071	103800	104263	103677	71	Greed
5/16/2025 16:00	103672	103993	103995	103571	71	Greed
5/16/2025 12:00	103754	103682	103870	103300	71	Greed
5/16/2025 8:00	104103	103841	104120	103841	71	Greed
5/16/2025 4:00	103749	104107	104291	103598	71	Greed
5/16/2025 0:00	103087	103709	103737	103049	71	Greed
5/15/2025 20:00	103087	103034	104083	102935	70	Greed
5/15/2025 16:00	102287	103008	103008	101820	70	Greed
5/15/2025 12:00	101843	102254	102265	101769	70	Greed
5/15/2025 8:00	102823	101846	102906	101846	70	Greed
5/15/2025 4:00	103546	102864	103810	102864	70	Greed
5/15/2025 0:00	103442	103594	103640	103403	70	Greed
5/14/2025 20:00	103412	103478	103586	102964	73	Greed
5/14/2025 16:00	103936	103358	104156	103212	73	Greed
5/14/2025 12:00	103664	103976	103999	103166	73	Greed
5/14/2025 8:00	103561	103637	103894	103533	73	Greed
5/14/2025 4:00	104069	103551	104069	103528	73	Greed
5/14/2025 0:00	104778	104184	104778	104078	73	Greed
5/13/2025 20:00	103636	104750	104836	103602	70	Greed
5/13/2025 16:00	103711	103588	103785	103108	70	Greed
5/13/2025 12:00	102755	103696	103757	102651	70	Greed
5/13/2025 8:00	101787	102664	102795	101787	70	Greed
5/13/2025 4:00	102823	101749	102823	101698	70	Greed
5/13/2025 0:00	101821	102877	103063	101821	70	Greed
5/12/2025 20:00	102541	101853	103023	101109	70	Greed
5/12/2025 16:00	103839	102576	104293	102576	70	Greed
5/12/2025 12:00	104346	103972	104601	103972	70	Greed
5/12/2025 8:00	104074	104500	105503	103829	70	Greed
5/12/2025 4:00	104083	104026	104899	103781	70	Greed
5/12/2025 0:00	104462	103994	104462	103735	70	Greed
5/11/2025 20:00	104154	104489	104718	103876	70	Greed
5/11/2025 16:00	104597	104139	104751	103919	70	Greed
5/11/2025 12:00	103480	104519	104650	103480	70	Greed
5/11/2025 8:00	104056	103495	104269	103495	70	Greed
5/11/2025 4:00	104710	104087	104841	103730	70	Greed
5/11/2025 0:00	103258	104631	104763	103199	70	Greed
5/10/2025 20:00	103263	103272	103571	103133	70	Greed
5/10/2025 16:00	103429	103294	103735	103294	70	Greed
5/10/2025 12:00	103786	103479	103938	103449	70	Greed
5/10/2025 8:00	103203	103707	103881	103118	70	Greed
5/10/2025 4:00	102975	103168	103211	102888	70	Greed
5/10/2025 0:00	103203	102963	103339	102828	70	Greed
5/9/2025 20:00	102895	103117	103340	102526	73	Greed
5/9/2025 16:00	102943	102876	103636	102740	73	Greed
5/9/2025 12:00	103776	103000	103776	102697	73	Greed
5/9/2025 8:00	102431	103787	103890	102403	73	Greed
5/9/2025 4:00	103156	102419	103163	102419	73	Greed
5/9/2025 0:00	101156	103076	103461	101156	73	Greed
5/8/2025 20:00	100503	101162	101533	100503	65	Greed
5/8/2025 16:00	99573	101784	101784	99239	65	Greed
5/8/2025 12:00	99109	99532	99869	99109	65	Greed
5/8/2025 8:00	99037	99101	99401	98684	65	Greed
5/8/2025 4:00	99105.8	99218	99393.1	98698	65	Greed
5/8/2025 0:00	96988.1	99105.8	99187.9	96832.1	65	Greed
5/7/2025 20:00	96122.1	96988.1	97369.6	96012.2	67	Greed
5/7/2025 16:00	96888.7	96122.1	96932.1	95724.2	67	Greed
5/7/2025 12:00	97000	96888.7	97444.2	96669.6	67	Greed
5/7/2025 8:00	96942.3	97000	97069.6	96780.2	67	Greed
5/7/2025 4:00	96471.1	96942.3	96964.9	96278.2	67	Greed
5/7/2025 0:00	96799	96471.1	97700	96157.1	67	Greed
5/6/2025 20:00	94912.9	96799	96880.6	94401.9	59	Greed
5/6/2025 16:00	94512.9	94912.9	95110	94172.6	59	Greed
5/6/2025 12:00	93777.5	94512.9	94701.1	93333.5	59	Greed
5/6/2025 8:00	94351.2	93777.5	94352.7	93680	59	Greed
5/6/2025 4:00	94417	94351.2	94593.5	94253.3	59	Greed
5/6/2025 0:00	94698.7	94417	94876.6	93970	59	Greed
5/5/2025 20:00	94306.2	94698.7	95149	93801	52	Neutral
5/5/2025 16:00	93723.1	94306.2	94880.8	93704.7	52	Neutral
5/5/2025 12:00	93997.9	93723.1	94510	93543.9	52	Neutral
5/5/2025 8:00	94719.1	93997.9	94748.3	93847.7	52	Neutral
5/5/2025 4:00	94012.4	94719.1	94792.6	93980.1	52	Neutral
5/5/2025 0:00	94224.1	94012.4	94745	93460.2	52	Neutral
5/4/2025 20:00	95525.2	94224.1	95706	94100	64	Greed
5/4/2025 16:00	95424	95525.2	95583	95152.6	64	Greed
5/4/2025 12:00	95379.9	95424	95644.2	95187.5	64	Greed
5/4/2025 8:00	95840.6	95379.9	95890.7	95233	64	Greed
5/4/2025 4:00	95674	95840.6	96108.8	95649.9	64	Greed
5/4/2025 0:00	95815.5	95674	96257	95535.4	64	Greed
5/3/2025 20:00	96307.6	95815.5	96408.7	95700.1	65	Greed
5/3/2025 16:00	96362.4	96307.6	96369.5	95783.8	65	Greed
5/3/2025 12:00	95894.6	96362.4	96455	95828.9	65	Greed
5/3/2025 8:00	96283.7	95894.6	96370.3	95819	65	Greed
5/3/2025 4:00	96292.9	96283.7	96548.6	96056.8	65	Greed
5/3/2025 0:00	96833.5	96292.9	96865	96266.2	65	Greed
5/2/2025 20:00	96843.6	96833.5	97070	96500.1	67	Greed
5/2/2025 16:00	97263.1	96843.6	97746.3	96692.8	67	Greed
5/2/2025 12:00	96866.5	97263.1	97868	96574.9	67	Greed
5/2/2025 8:00	96310	96866.5	97050	96306.9	67	Greed
5/2/2025 4:00	97062	96310	97276.6	96310	67	Greed
5/2/2025 0:00	96430.9	97062	97199.9	96417.1	67	Greed
5/1/2025 20:00	96466	96430.9	96852.6	96132.9	53	Neutral
5/1/2025 16:00	96804.4	96466	97300	96361	53	Neutral
5/1/2025 12:00	96138.2	96804.4	97383.1	95772	53	Neutral
5/1/2025 8:00	94978.6	96138.2	96366	94865	53	Neutral
5/1/2025 4:00	94738.5	94978.6	95150	94672.1	53	Neutral
5/1/2025 0:00	94118	94738.5	94964.5	94070.7	53	Neutral
4/30/2025 20:00	94100	94118	94750	93923.2	56	Greed
4/30/2025 16:00	93951.1	94100	94499.9	93465.7	56	Greed
4/30/2025 12:00	95131.3	93951.1	95174.3	92852.4	56	Greed
4/30/2025 8:00	94584.3	95131.3	95187.5	94481.3	56	Greed
4/30/2025 4:00	95000	94584.3	95146.5	94453.2	56	Greed
4/30/2025 0:00	94200	95000	95076.8	94076	56	Greed
4/29/2025 20:00	95264.1	94200	95362.7	93682	60	Greed
4/29/2025 16:00	94792.7	95264.1	95444.3	94601.4	60	Greed
4/29/2025 12:00	95084.4	94792.7	95266	94466.8	60	Greed
4/29/2025 8:00	94879.9	95084.4	95250	94692	60	Greed
4/29/2025 4:00	94612.8	94879.9	94930.4	94146.8	60	Greed
4/29/2025 0:00	94969.7	94612.8	95440	94375.7	60	Greed
4/28/2025 20:00	94733.5	94969.7	95126.8	94250.8	54	Neutral
4/28/2025 16:00	93782.2	94733.5	94874.3	93381.9	54	Neutral
4/28/2025 12:00	95274.2	93782.2	95564.8	93524	54	Neutral
4/28/2025 8:00	94650	95274.2	95480.2	94280.5	54	Neutral
4/28/2025 4:00	93812.3	94650	94762.7	93812.2	54	Neutral
4/28/2025 0:00	93700	93812.3	93943.5	92750	54	Neutral
4/27/2025 20:00	94396.1	93700	94516.8	93576.9	61	Greed
4/27/2025 16:00	93851.6	94396.1	94405.3	93673.5	61	Greed
4/27/2025 12:00	93866	93851.6	94130	93538.4	61	Greed
4/27/2025 8:00	94022.1	93866	94279.1	93835.5	61	Greed
4/27/2025 4:00	94120	94022.1	94250	93592.8	61	Greed
4/27/2025 0:00	94578.3	94120	95279.4	93959.1	61	Greed
4/26/2025 20:00	94251.1	94578.3	94870	94035	65	Greed
4/26/2025 16:00	94333.6	94251.1	94333.6	94000.2	65	Greed
4/26/2025 12:00	94101	94333.6	94363.4	93839.8	65	Greed
4/26/2025 8:00	94507.6	94101	94680	93950	65	Greed
4/26/2025 4:00	94689.7	94507.6	94776.5	94264.1	65	Greed
4/26/2025 0:00	94596.2	94689.7	95150	94510	65	Greed
4/25/2025 20:00	95230.6	94596.2	95286.5	94406	60	Greed
4/25/2025 16:00	95012.8	95230.6	95515.3	94329.6	60	Greed
4/25/2025 12:00	94593.2	95012.8	95724.5	93888.8	60	Greed
4/25/2025 8:00	93747.9	94593.2	94619.6	93505.3	60	Greed
4/25/2025 4:00	93259.9	93747.9	93835	92951.1	60	Greed
4/25/2025 0:00	93945.5	93259.9	94400	92775.6	60	Greed
4/24/2025 20:00	93519.4	93945.5	93985.8	92999	63	Greed
4/24/2025 16:00	93160	93519.4	93624.1	92613.3	63	Greed
4/24/2025 12:00	92577.5	93160	93420.3	92388.4	63	Greed
4/24/2025 8:00	92156.4	92577.5	92620	91631.5	63	Greed
4/24/2025 4:00	92621.7	92156.4	92862	92060.8	63	Greed
4/24/2025 0:00	93635.2	92621.7	93724.8	92579.2	63	Greed
4/23/2025 20:00	93427.9	93635.2	93876.8	93178.3	72	Greed
4/23/2025 16:00	93133	93427.9	94189.1	92862.8	72	Greed
4/23/2025 12:00	93426.3	93133	94722.9	91911.8	72	Greed
4/23/2025 8:00	94100.4	93426.3	94507	93268.4	72	Greed
4/23/2025 4:00	93128.3	94100.4	94242.6	92969	72	Greed
4/23/2025 0:00	93400	93128.3	93873.4	92561	72	Greed
4/22/2025 20:00	91355.9	93400	94000	90984.1	47	Neutral
4/22/2025 16:00	90876	91355.9	91671.2	90566.6	47	Neutral
4/22/2025 12:00	88581	90876	91366.9	88440	47	Neutral
4/22/2025 8:00	88439.4	88581	88681.9	88200.1	47	Neutral
4/22/2025 4:00	88117.4	88439.4	88449.8	87920	47	Neutral
4/22/2025 0:00	87471.1	88117.4	88842.1	87013.6	47	Neutral
4/21/2025 20:00	87359.9	87471.1	87592.6	86786.8	39	Fear
4/21/2025 16:00	87992.1	87359.9	88219.9	86350	39	Fear
4/21/2025 12:00	86940.4	87992.1	88442.9	86755.5	39	Fear
4/21/2025 8:00	87418.7	86940.4	87771.9	86615.2	39	Fear
4/21/2025 4:00	87174.8	87418.7	87737.7	87033	39	Fear
4/21/2025 0:00	85145.5	87174.8	87626.4	85106.1	39	Fear
4/20/2025 20:00	84600.6	85145.5	85281.8	84571.3	37	Fear
4/20/2025 16:00	84296	84600.6	84623.6	84222.7	37	Fear
4/20/2025 12:00	84080.1	84296	84627.6	84054.3	37	Fear
4/20/2025 8:00	84730.1	84080.1	84757.4	83882.7	37	Fear
4/20/2025 4:00	85119.1	84730.1	85212	84608.2	37	Fear
4/20/2025 0:00	85048.5	85119.1	85290	85006.6	37	Fear
4/19/2025 20:00	85054.7	85048.5	85371.3	84973.7	32	Fear
4/19/2025 16:00	85150	85054.7	85295.1	84659.4	32	Fear
4/19/2025 12:00	85194	85150	85644.6	85041.6	32	Fear
4/19/2025 8:00	85186.9	85194	85426.1	85085.1	32	Fear
4/19/2025 4:00	84838.4	85186.9	85235.1	84833.9	32	Fear
4/19/2025 0:00	84419.6	84838.4	84944.7	84324.1	32	Fear
4/18/2025 20:00	84533.9	84419.6	84647	84290	33	Fear
4/18/2025 16:00	84329.4	84533.9	84618	84250	33	Fear
4/18/2025 12:00	84627.3	84329.4	84725.3	84276.1	33	Fear
4/18/2025 8:00	84615.1	84627.3	84738.9	84420.1	33	Fear
4/18/2025 4:00	84796.7	84615.1	84810.1	84375	33	Fear
4/18/2025 0:00	84906.5	84796.7	85104.7	84675.2	33	Fear
4/17/2025 20:00	84799.4	84906.5	85112.3	84685	30	Fear
4/17/2025 16:00	84499.4	84799.4	85455.8	84339.5	30	Fear
4/17/2025 12:00	84527.3	84499.4	84831.3	83677.4	30	Fear
4/17/2025 8:00	84638.3	84527.3	84736.4	84134.1	30	Fear
4/17/2025 4:00	83949.2	84638.3	85018.5	83849.4	30	Fear
4/17/2025 0:00	83986	83949.2	84450.9	83762	30	Fear
4/16/2025 20:00	84294.1	83986	84636.3	83985.3	29	Fear
4/16/2025 16:00	84799.9	84294.1	85522.7	83224.4	29	Fear
4/16/2025 12:00	84004.8	84799.9	85225.4	83456.7	29	Fear
4/16/2025 8:00	83312.8	84004.8	84093	83075.3	29	Fear
4/16/2025 4:00	83634.6	83312.8	83760	83150	29	Fear
4/16/2025 0:00	83603.7	83634.6	83910.5	83055	29	Fear
4/15/2025 20:00	83943.7	83603.7	84181.7	83518.5	38	Fear
4/15/2025 16:00	84863.3	83943.7	85104.4	83865	38	Fear
4/15/2025 12:00	85549.9	84863.3	86444	84560.7	38	Fear
4/15/2025 8:00	85710.5	85549.9	85998.9	85327.3	38	Fear
4/15/2025 4:00	85367.3	85710.5	85873.3	85126	38	Fear
4/15/2025 0:00	84547.4	85367.3	85397.3	84300.9	38	Fear
4/14/2025 20:00	84870.4	84547.4	84937.3	84376.7	31	Fear
4/14/2025 16:00	84064.9	84870.4	85174	83812.7	31	Fear
4/14/2025 12:00	84890	84064.9	85771.1	83639.4	31	Fear
4/14/2025 8:00	84552.8	84890	84931	84210.4	31	Fear
4/14/2025 4:00	84530.1	84552.8	85073.2	84169.7	31	Fear
4/14/2025 0:00	83716.8	84530.1	85535.8	83637.5	31	Fear
4/13/2025 20:00	83943.6	83716.8	84393.4	82977.9	45	Fear
4/13/2025 16:00	83801.8	83943.6	84982.7	82953.1	45	Fear
4/13/2025 12:00	84478.5	83801.8	84644.4	83413	45	Fear
4/13/2025 8:00	84372	84478.5	84908.4	84147	45	Fear
4/13/2025 4:00	85389.3	84372	85396.8	84358.4	45	Fear
4/13/2025 0:00	85238.4	85389.3	86099	84666.8	45	Fear
4/12/2025 20:00	84882.2	85238.4	85888	84815.6	43	Fear
4/12/2025 16:00	84977.5	84882.2	85221	84400	43	Fear
4/12/2025 12:00	83481.1	84977.5	85386.4	83433.5	43	Fear
4/12/2025 8:00	83684.8	83481.1	83998.8	83260.1	43	Fear
4/12/2025 4:00	82933	83684.8	83784.4	82803.6	43	Fear
4/12/2025 0:00	83382.8	82933	83544.8	82753.3	43	Fear
4/11/2025 20:00	83826.1	83382.8	84288	83126.3	25	Extreme Fear
4/11/2025 16:00	82494.8	83826.1	84191.9	81970	25	Extreme Fear
4/11/2025 12:00	82114.7	82494.8	83333	81315.7	25	Extreme Fear
4/11/2025 8:00	81222	82114.7	82950	80750	25	Extreme Fear
4/11/2025 4:00	80806.2	81222	81404	80481.6	25	Extreme Fear
4/11/2025 0:00	79557.5	80806.2	80886.1	78928.2	25	Extreme Fear
4/10/2025 20:00	79600.7	79557.5	80000	79339.2	39	Fear
4/10/2025 16:00	78734.1	79600.7	80027.5	78422	39	Fear
4/10/2025 12:00	81836	78734.1	82491.1	78565.8	39	Fear
4/10/2025 8:00	81557.4	81836	82086.9	81301	39	Fear
4/10/2025 4:00	81755.8	81557.4	82312.4	81255.5	39	Fear
4/10/2025 0:00	82593.9	81755.8	82719.2	81440.8	39	Fear
4/9/2025 20:00	82294.6	82593.9	83560	81972.1	18	Extreme Fear
4/9/2025 16:00	77234.7	82294.6	82975.2	77110	18	Extreme Fear
4/9/2025 12:00	76200.1	77234.7	78300	75982.2	18	Extreme Fear
4/9/2025 8:00	77653.9	76200.1	77847.7	75742.3	18	Extreme Fear
4/9/2025 4:00	75012.1	77653.9	77910.1	74936.6	18	Extreme Fear
4/9/2025 0:00	76286.9	75012.1	76823.1	74565.9	18	Extreme Fear
4/8/2025 20:00	76827.6	76286.9	77251.4	76200.9	24	Extreme Fear
4/8/2025 16:00	78456	76827.6	78486.3	76316.1	24	Extreme Fear
4/8/2025 12:00	79955.8	78456	80350	78128	24	Extreme Fear
4/8/2025 8:00	79464.7	79955.8	80044	78777.2	24	Extreme Fear
4/8/2025 4:00	79867	79464.7	80368.5	79188.9	24	Extreme Fear
4/8/2025 0:00	79144.1	79867	80833.6	78738.9	24	Extreme Fear
4/7/2025 20:00	78091.6	79144.1	80189.3	78057.1	23	Extreme Fear
4/7/2025 16:00	78427.5	78091.6	79342	77250	23	Extreme Fear
4/7/2025 12:00	76650	78427.5	81216.8	75739.6	23	Extreme Fear
4/7/2025 8:00	75077.5	76650	77550	75040.9	23	Extreme Fear
4/7/2025 4:00	77650	75077.5	77947.3	74456.2	23	Extreme Fear
4/7/2025 0:00	78376.1	77650	79315.8	77303.9	23	Extreme Fear
4/6/2025 20:00	79579.5	78376.1	79844	77083.5	34	Fear
4/6/2025 16:00	82507.1	79579.5	82529	78643	34	Fear
4/6/2025 12:00	82812.5	82507.1	82940	82159.7	34	Fear
4/6/2025 8:00	82988.9	82812.5	83139.3	82617.5	34	Fear
4/6/2025 4:00	83313.8	82988.9	83500	82984	34	Fear
